"","month","EVENT_TYPE","STATE","CROPDMG","PROPDMG","FATALITIES","INJURIES","DMG","health_impact"
"5572",10,"HEAVY RAIN","OR",0,5e+05,0,0,5e+05,0
"5573",10,"HEAVY RAIN","PR",0,214050,5,0,214050,5
"5574",10,"HEAVY RAIN","SC",0,2124000,0,0,2124000,0
"5575",10,"HEAVY RAIN","TN",0,1e+05,0,0,1e+05,0
"5576",10,"HEAVY RAIN","TX",0,255000,0,0,255000,0
"5577",10,"HEAVY RAIN","VA",3e+06,14000,0,0,3014000,0
"5578",10,"HEAVY RAIN","WA",0,2990000,0,0,2990000,0
"5579",10,"HEAVY SNOW","AK",0,75000,1,0,75000,1
"5580",10,"HEAVY SNOW","CA",0,5000,0,0,5000,0
"5581",10,"HEAVY SNOW","CO",0,0,0,5,0,5
"5582",10,"HEAVY SNOW","CT",0,1.1e+07,0,0,1.1e+07,0
"5583",10,"HEAVY SNOW","IA",65900000,32900000,0,0,98800000,0
"5584",10,"HEAVY SNOW","ID",0,82000,0,0,82000,0
"5585",10,"HEAVY SNOW","KS",0,4510000,0,0,4510000,0
"5586",10,"HEAVY SNOW","MA",0,130000,0,0,130000,0
"5587",10,"HEAVY SNOW","MD",0,175000,0,0,175000,0
"5588",10,"HEAVY SNOW","MI",0,1205000,0,0,1205000,0
"5589",10,"HEAVY SNOW","MN",0,35000,0,0,35000,0
"5590",10,"HEAVY SNOW","MO",0,1500000,0,0,1500000,0
"5591",10,"HEAVY SNOW","MT",0,17000,0,0,17000,0
"5592",10,"HEAVY SNOW","NE",1600000,56500000,0,0,58100000,0
"5593",10,"HEAVY SNOW","NH",0,1e+05,0,0,1e+05,0
"5594",10,"HEAVY SNOW","NM",0,0,1,0,0,1
"5595",10,"HEAVY SNOW","NV",0,10000,0,0,10000,0
"5596",10,"HEAVY SNOW","NY",0,505000,0,0,505000,0
"5597",10,"HEAVY SNOW","OH",0,50000,0,0,50000,0
"5598",10,"HEAVY SNOW","PA",0,82000,0,0,82000,0
"5599",10,"HEAVY SNOW","SD",0,11762000,1,1,11762000,2
"5600",10,"HEAVY SNOW","UT",0,325000,0,0,325000,0
"5601",10,"HEAVY SNOW","VA",0,50000,0,0,50000,0
"5602",10,"HEAVY SNOW","VT",0,10000,0,0,10000,0
"5603",10,"HEAVY SNOW","WV",0,185000,0,0,185000,0
"5604",10,"HIGH SURF","AK",0,500,1,1,500,2
"5605",10,"HIGH SURF","AL",0,3000,0,0,3000,0
"5606",10,"HIGH SURF","CA",0,165000,2,4,165000,6
"5607",10,"HIGH SURF","FL",0,7075000,0,0,7075000,0
"5608",10,"HIGH SURF","HI",0,0,1,1,0,2
"5609",10,"HIGH SURF","ME",0,50000,0,0,50000,0
"5610",10,"HIGH SURF","MI",0,0,1,0,0,1
"5611",10,"HIGH SURF","NY",0,0,2,0,0,2
"5612",10,"HIGH SURF","OR",0,0,2,0,0,2
"5613",10,"HIGH SURF","PR",0,0,2,0,0,2
"5614",10,"HIGH WIND","AK",11000,803000,0,2,814000,2
"5615",10,"HIGH WIND","AL",0,3000,1,0,3000,1
"5616",10,"HIGH WIND","AZ",0,43000,0,0,43000,0
"5617",10,"HIGH WIND","CA",0,393930000,0,90,393930000,90
"5618",10,"HIGH WIND","CO",0,6745500,1,6,6745500,7
"5619",10,"HIGH WIND","CT",0,2221000,1,3,2221000,4
"5620",10,"HIGH WIND","DE",0,5000,0,0,5000,0
"5621",10,"HIGH WIND","FL",2.1e+07,6547000,1,4,27547000,5
"5622",10,"HIGH WIND","GA",15000,5115000,0,0,5130000,0
"5623",10,"HIGH WIND","GU",25000,0,0,0,25000,0
"5624",10,"HIGH WIND","IA",175000,1649330,0,1,1824330,1
"5625",10,"HIGH WIND","ID",0,32500,0,0,32500,0
"5626",10,"HIGH WIND","IL",0,1008000,2,4,1008000,6
"5627",10,"HIGH WIND","IN",0,127000,0,2,127000,2
"5628",10,"HIGH WIND","KS",150000,238600,0,3,388600,3
"5629",10,"HIGH WIND","KY",0,175000,0,0,175000,0
"5630",10,"HIGH WIND","LA",0,122000,1,0,122000,1
"5631",10,"HIGH WIND","MA",0,2188500,2,6,2188500,8
"5632",10,"HIGH WIND","MD",0,76000,0,0,76000,0
"5633",10,"HIGH WIND","ME",0,305000,0,1,305000,1
"5634",10,"HIGH WIND","MI",2000,5106500,0,0,5108500,0
"5635",10,"HIGH WIND","MN",0,209000,0,0,209000,0
"5636",10,"HIGH WIND","MO",0,85000,0,7,85000,7
"5637",10,"HIGH WIND","MS",0,55000,0,0,55000,0
"5638",10,"HIGH WIND","MT",0,1230200,0,0,1230200,0
"5639",10,"HIGH WIND","NC",0,15450000,2,10,15450000,12
"5640",10,"HIGH WIND","ND",4910000,2652000,0,0,7562000,0
"5641",10,"HIGH WIND","NE",545000,1022000,0,2,1567000,2
"5642",10,"HIGH WIND","NH",0,250000,0,3,250000,3
"5643",10,"HIGH WIND","NJ",0,250000,2,2,250000,4
"5644",10,"HIGH WIND","NM",0,77000,0,1,77000,1
"5645",10,"HIGH WIND","NV",0,65000,0,0,65000,0
"5646",10,"HIGH WIND","NY",2e+05,6215000,4,6,6415000,10
"5647",10,"HIGH WIND","OH",2250000,7456003,1,9,9706003,10
"5648",10,"HIGH WIND","OR",0,560800,0,0,560800,0
"5649",10,"HIGH WIND","PA",1500,1507500,0,0,1509000,0
"5650",10,"HIGH WIND","RI",0,278000,0,0,278000,0
"5651",10,"HIGH WIND","SC",50000,789500,0,0,839500,0
"5652",10,"HIGH WIND","SD",0,1043000,0,0,1043000,0
"5653",10,"HIGH WIND","TN",0,2196000,0,0,2196000,0
"5654",10,"HIGH WIND","TX",0,25504000,0,0,25504000,0
"5655",10,"HIGH WIND","UT",0,60000,0,0,60000,0
"5656",10,"HIGH WIND","VA",15000,401000,1,0,416000,1
"5657",10,"HIGH WIND","VI",0,5e+05,0,0,5e+05,0
"5658",10,"HIGH WIND","VT",0,644000,0,0,644000,0
"5659",10,"HIGH WIND","WA",0,5202000,7,0,5202000,7
"5660",10,"HIGH WIND","WI",0,1064000,0,10,1064000,10
"5661",10,"HIGH WIND","WV",0,218000,0,0,218000,0
"5662",10,"HIGH WIND","WY",0,136500,0,0,136500,0
"5663",10,"HURRICANE/TYPHOON","AL",2.4e+07,168175000,2,0,192175000,2
"5664",10,"HURRICANE/TYPHOON","FL",3.43e+08,13632241000,6,10,13975241000,16
"5665",10,"HURRICANE/TYPHOON","GU",1e+05,2e+05,0,3,3e+05,3
"5666",10,"HURRICANE/TYPHOON","LA",1.68e+08,518780000,0,3,686780000,3
"5667",10,"HURRICANE/TYPHOON","MS",0,575010,0,1,575010,1
"5668",10,"HURRICANE/TYPHOON","NC",0,31000,1,0,31000,1
"5669",10,"HURRICANE/TYPHOON","PR",0,20000,0,0,20000,0
"5670",10,"HURRICANE/TYPHOON","VA",0,45000,0,0,45000,0
"5671",10,"HURRICANE/TYPHOON","VI",0,20000,0,0,20000,0
"5672",10,"ICE STORM","AK",0,48000,0,0,48000,0
"5673",10,"ICE STORM","MD",0,250000,0,0,250000,0
"5674",10,"ICE STORM","NM",0,50000,0,0,50000,0
"5675",10,"ICE STORM","PA",0,1e+06,0,0,1e+06,0
"5676",10,"ICE STORM","WV",0,2e+05,0,0,2e+05,0
"5677",10,"LAKE-EFFECT SNOW","NY",0,22858000,0,0,22858000,0
"5678",10,"LAKE-EFFECT SNOW","PA",0,75000,0,0,75000,0
"5679",10,"LAKESHORE FLOOD","PA",0,10000,0,0,10000,0
"5680",10,"LIGHTNING","AL",0,437500,1,10,437500,11
"5681",10,"LIGHTNING","AR",0,433500,0,0,433500,0
"5682",10,"LIGHTNING","AZ",0,35000,1,9,35000,10
"5683",10,"LIGHTNING","CA",0,183500,0,1,183500,1
"5684",10,"LIGHTNING","CO",0,29500,0,5,29500,5
"5685",10,"LIGHTNING","FL",0,489500,2,24,489500,26
"5686",10,"LIGHTNING","GA",0,697000,0,1,697000,1
"5687",10,"LIGHTNING","GU",0,0,1,0,0,1
"5688",10,"LIGHTNING","IA",0,49000,0,0,49000,0
"5689",10,"LIGHTNING","ID",0,50000,0,0,50000,0
"5690",10,"LIGHTNING","IL",0,107000,0,1,107000,1
"5691",10,"LIGHTNING","IN",0,825000,0,0,825000,0
"5692",10,"LIGHTNING","KS",0,87000,0,0,87000,0
"5693",10,"LIGHTNING","KY",0,140000,0,0,140000,0
"5694",10,"LIGHTNING","LA",0,1319000,0,6,1319000,6
"5695",10,"LIGHTNING","MA",0,50000,0,0,50000,0
"5696",10,"LIGHTNING","ME",0,382000,0,0,382000,0
"5697",10,"LIGHTNING","MI",0,358000,0,3,358000,3
"5698",10,"LIGHTNING","MN",0,5000,0,4,5000,4
"5699",10,"LIGHTNING","MO",0,6000,3,15,6000,18
"5700",10,"LIGHTNING","MS",0,52000,0,1,52000,1
"5701",10,"LIGHTNING","MT",0,10000,0,1,10000,1
"5702",10,"LIGHTNING","NC",0,1e+05,0,0,1e+05,0
"5703",10,"LIGHTNING","ND",0,7000,0,0,7000,0
"5704",10,"LIGHTNING","NE",0,269000,0,0,269000,0
"5705",10,"LIGHTNING","NH",0,20000,0,3,20000,3
"5706",10,"LIGHTNING","NJ",0,1e+05,0,0,1e+05,0
"5707",10,"LIGHTNING","NM",0,0,0,1,0,1
"5708",10,"LIGHTNING","NV",0,172000,0,0,172000,0
"5709",10,"LIGHTNING","NY",0,147000,0,4,147000,4
"5710",10,"LIGHTNING","OH",0,115000,0,0,115000,0
"5711",10,"LIGHTNING","OK",0,1347500,0,4,1347500,4
"5712",10,"LIGHTNING","OR",0,0,0,1,0,1
"5713",10,"LIGHTNING","PA",0,21000,1,1,21000,2
"5714",10,"LIGHTNING","PR",0,313000,0,0,313000,0
"5715",10,"LIGHTNING","SD",0,30000,0,0,30000,0
"5716",10,"LIGHTNING","TN",0,2140000,0,1,2140000,1
"5717",10,"LIGHTNING","TX",0,999000,3,8,999000,11
"5718",10,"LIGHTNING","UT",0,126000,2,5,126000,7
"5719",10,"LIGHTNING","VA",0,3e+05,0,0,3e+05,0
"5720",10,"LIGHTNING","VI",0,1000,0,0,1000,0
"5721",10,"LIGHTNING","VT",0,120000,0,0,120000,0
"5722",10,"LIGHTNING","WA",0,112000,0,0,112000,0
"5723",10,"LIGHTNING","WI",15000,8860300,0,2,8875300,2
"5724",10,"MARINE HIGH WIND","LM",0,1e+06,0,0,1e+06,0
"5725",10,"MARINE STRONG WIND","AN",0,0,2,3,0,5
"5726",10,"MARINE STRONG WIND","LM",0,300400,0,1,300400,1
"5727",10,"MARINE THUNDERSTORM WIND","AM",0,1800,0,13,1800,13
"5728",10,"MARINE THUNDERSTORM WIND","GM",0,1000,0,0,1000,0
"5729",10,"OTHER EVENT NON IDENTIFIED","PR",0,50,0,0,50,0
"5730",10,"RIP CURRENT","AL",0,0,1,0,0,1
"5731",10,"RIP CURRENT","CA",0,0,3,13,0,16
"5732",10,"RIP CURRENT","CT",0,0,2,0,0,2
"5733",10,"RIP CURRENT","FL",0,0,18,10,0,28
"5734",10,"RIP CURRENT","GU",0,0,4,10,0,14
"5735",10,"RIP CURRENT","NY",0,0,1,3,0,4
"5736",10,"RIP CURRENT","RI",0,0,0,1,0,1
"5737",10,"STORM SURGE/TIDE","AK",0,21612000,0,0,21612000,0
"5738",10,"STORM SURGE/TIDE","CA",0,1e+06,2,4,1e+06,6
"5739",10,"STORM SURGE/TIDE","LA",0,1e+05,0,0,1e+05,0
"5740",10,"STORM SURGE/TIDE","ME",0,525000,0,0,525000,0
"5741",10,"STORM SURGE/TIDE","MS",0,30000,0,0,30000,0
"5742",10,"STORM SURGE/TIDE","NC",0,10000,0,0,10000,0
"5743",10,"STORM SURGE/TIDE","NH",0,150000,0,0,150000,0
"5744",10,"STRONG WIND","AK",0,15000,0,0,15000,0
"5745",10,"STRONG WIND","AL",1000,5000,0,0,6000,0
"5746",10,"STRONG WIND","AR",0,212300,1,2,212300,3
"5747",10,"STRONG WIND","AZ",0,17000,0,0,17000,0
"5748",10,"STRONG WIND","CA",0,416400,0,6,416400,6
"5749",10,"STRONG WIND","CO",5000,27000,0,0,32000,0
"5750",10,"STRONG WIND","CT",0,415200,0,3,415200,3
"5751",10,"STRONG WIND","DC",0,70000,0,0,70000,0
"5752",10,"STRONG WIND","DE",0,85500,0,0,85500,0
"5753",10,"STRONG WIND","FL",0,29500,0,0,29500,0
"5754",10,"STRONG WIND","GA",0,48500,0,0,48500,0
"5755",10,"STRONG WIND","HI",0,0,0,4,0,4
"5756",10,"STRONG WIND","IA",0,3000,0,0,3000,0
"5757",10,"STRONG WIND","ID",0,6000,0,0,6000,0
"5758",10,"STRONG WIND","IL",0,35000,0,2,35000,2
"5759",10,"STRONG WIND","IN",0,15000,2,0,15000,2
"5760",10,"STRONG WIND","KS",0,0,0,1,0,1
"5761",10,"STRONG WIND","KY",0,123000,0,0,123000,0
"5762",10,"STRONG WIND","LA",0,6000,0,0,6000,0
"5763",10,"STRONG WIND","MA",0,535000,0,2,535000,2
"5764",10,"STRONG WIND","MD",0,174500,0,0,174500,0
"5765",10,"STRONG WIND","ME",0,1605000,1,0,1605000,1
"5766",10,"STRONG WIND","MI",0,13500,2,0,13500,2
"5767",10,"STRONG WIND","MN",0,13000,0,0,13000,0
"5768",10,"STRONG WIND","MO",0,1000,0,0,1000,0
"5769",10,"STRONG WIND","MS",0,11900,0,0,11900,0
"5770",10,"STRONG WIND","MT",0,61000,0,0,61000,0
"5771",10,"STRONG WIND","NC",0,2000,0,0,2000,0
"5772",10,"STRONG WIND","NE",6e+05,37000,0,1,637000,1
"5773",10,"STRONG WIND","NH",0,155000,1,5,155000,6
"5774",10,"STRONG WIND","NJ",0,912000,1,2,912000,3
"5775",10,"STRONG WIND","NV",0,3500,0,0,3500,0
"5776",10,"STRONG WIND","NY",0,298000,0,2,298000,2
"5777",10,"STRONG WIND","OH",0,290000,0,0,290000,0
"5778",10,"STRONG WIND","OR",0,101000,0,0,101000,0
"5779",10,"STRONG WIND","PA",0,670000,0,0,670000,0
"5780",10,"STRONG WIND","PR",0,25000,0,0,25000,0
"5781",10,"STRONG WIND","RI",0,8500,0,0,8500,0
"5782",10,"STRONG WIND","SC",0,105000,0,0,105000,0
"5783",10,"STRONG WIND","TN",0,78000,0,0,78000,0
"5784",10,"STRONG WIND","TX",5e+05,95100,0,0,595100,0
"5785",10,"STRONG WIND","UT",0,1000,0,0,1000,0
"5786",10,"STRONG WIND","VA",0,216000,0,0,216000,0
"5787",10,"STRONG WIND","VT",0,34000,0,0,34000,0
"5788",10,"STRONG WIND","WA",0,532000,0,1,532000,1
"5789",10,"STRONG WIND","WI",0,140000,0,1,140000,1
"5790",10,"STRONG WIND","WV",0,61000,0,0,61000,0
"5791",10,"THUNDERSTORM WIND","AL",1000,2038050,0,11,2039050,11
"5792",10,"THUNDERSTORM WIND","AR",0,6294000,0,13,6294000,13
"5793",10,"THUNDERSTORM WIND","AZ",0,780000,0,5,780000,5
"5794",10,"THUNDERSTORM WIND","CA",0,817000,0,0,817000,0
"5795",10,"THUNDERSTORM WIND","CO",0,29500,1,0,29500,1
"5796",10,"THUNDERSTORM WIND","CT",0,22000,0,0,22000,0
"5797",10,"THUNDERSTORM WIND","DC",0,0,0,1,0,1
"5798",10,"THUNDERSTORM WIND","FL",500,3182950,0,3,3183450,3
"5799",10,"THUNDERSTORM WIND","GA",50550500,88559100,8,19,139109600,27
"5800",10,"THUNDERSTORM WIND","IA",124800,1505000,0,2,1629800,2
"5801",10,"THUNDERSTORM WIND","ID",0,5e+05,0,0,5e+05,0
"5802",10,"THUNDERSTORM WIND","IL",355000,5084000,1,19,5439000,20
"5803",10,"THUNDERSTORM WIND","IN",505000,2753000,0,13,3258000,13
"5804",10,"THUNDERSTORM WIND","KS",1e+05,5501100,4,15,5601100,19
"5805",10,"THUNDERSTORM WIND","KY",10000,2803000,0,6,2813000,6
"5806",10,"THUNDERSTORM WIND","LA",0,4149100,1,11,4149100,12
"5807",10,"THUNDERSTORM WIND","MA",0,10000,0,0,10000,0
"5808",10,"THUNDERSTORM WIND","MD",0,29450,1,1,29450,2
"5809",10,"THUNDERSTORM WIND","MI",3223000,5567000,1,10,8790000,11
"5810",10,"THUNDERSTORM WIND","MN",0,1775500,0,3,1775500,3
"5811",10,"THUNDERSTORM WIND","MO",0,2816500,0,6,2816500,6
"5812",10,"THUNDERSTORM WIND","MS",0,7922750,0,5,7922750,5
"5813",10,"THUNDERSTORM WIND","NC",25000,503500,0,5,528500,5
"5814",10,"THUNDERSTORM WIND","ND",0,216000,0,0,216000,0
"5815",10,"THUNDERSTORM WIND","NE",350000,3433500,0,3,3783500,3
"5816",10,"THUNDERSTORM WIND","NJ",1e+05,555000,0,29,655000,29
"5817",10,"THUNDERSTORM WIND","NM",1000,366000,0,2,367000,2
"5818",10,"THUNDERSTORM WIND","NV",0,2000,0,0,2000,0
"5819",10,"THUNDERSTORM WIND","NY",0,504000,1,10,504000,11
"5820",10,"THUNDERSTORM WIND","OH",3000,12682000,1,9,12685000,10
"5821",10,"THUNDERSTORM WIND","OK",0,5239650,1,66,5239650,67
"5822",10,"THUNDERSTORM WIND","PA",0,2094000,1,7,2094000,8
"5823",10,"THUNDERSTORM WIND","PR",0,6550,0,0,6550,0
"5824",10,"THUNDERSTORM WIND","SC",0,248330,0,2,248330,2
"5825",10,"THUNDERSTORM WIND","SD",0,824000,0,0,824000,0
"5826",10,"THUNDERSTORM WIND","TN",455000,3783700,1,10,4238700,11
"5827",10,"THUNDERSTORM WIND","TX",2385000,18336860,0,22,20721860,22
"5828",10,"THUNDERSTORM WIND","VA",0,297200,0,2,297200,2
"5829",10,"THUNDERSTORM WIND","WA",0,30000,0,0,30000,0
"5830",10,"THUNDERSTORM WIND","WI",0,718750,0,0,718750,0
"5831",10,"THUNDERSTORM WIND","WV",0,571400,0,10,571400,10
"5832",10,"THUNDERSTORM WIND","WY",0,287500,0,0,287500,0
"5833",10,"TORNADO","AL",0,16750000,0,19,16750000,19
"5834",10,"TORNADO","AR",2000,26793000,2,45,26795000,47
"5835",10,"TORNADO","AZ",0,1970530,0,10,1970530,10
"5836",10,"TORNADO","CA",1000,50030,0,6,51030,6
"5837",10,"TORNADO","CO",2000,3143530,0,15,3145530,15
"5838",10,"TORNADO","CT",0,250030000,3,501,250030000,504
"5839",10,"TORNADO","DE",0,252750,0,0,252750,0
"5840",10,"TORNADO","FL",10000,80682620,7,268,80692620,275
"5841",10,"TORNADO","GA",425000,62134250,6,51,62559250,57
"5842",10,"TORNADO","IA",20000,30130110,6,174,30150110,180
"5843",10,"TORNADO","ID",0,51000,0,0,51000,0
"5844",10,"TORNADO","IL",0,19106000,1,35,19106000,36
"5845",10,"TORNADO","IN",10000,34563780,5,41,34573780,46
"5846",10,"TORNADO","KS",0,13636250,1,51,13636250,52
"5847",10,"TORNADO","KY",250000,18542000,0,35,18792000,35
"5848",10,"TORNADO","LA",0,89019000,29,344,89019000,373
"5849",10,"TORNADO","MA",0,532500,1,0,532500,1
"5850",10,"TORNADO","MD",0,33711000,0,63,33711000,63
"5851",10,"TORNADO","ME",0,305750,0,0,305750,0
"5852",10,"TORNADO","MI",0,31770450,3,21,31770450,24
"5853",10,"TORNADO","MN",0,1310000,0,12,1310000,12
"5854",10,"TORNADO","MO",0,36591780,8,84,36591780,92
"5855",10,"TORNADO","MS",50000,34505750,5,66,34555750,71
"5856",10,"TORNADO","MT",0,250,0,0,250,0
"5857",10,"TORNADO","NC",10000,26155000,1,24,26165000,25
"5858",10,"TORNADO","ND",0,5000,0,0,5000,0
"5859",10,"TORNADO","NE",3235700,17172500,0,11,20408200,11
"5860",10,"TORNADO","NH",0,50000,0,0,50000,0
"5861",10,"TORNADO","NJ",0,5525000,1,19,5525000,20
"5862",10,"TORNADO","NM",0,562090,1,8,562090,9
"5863",10,"TORNADO","NV",0,25000,0,0,25000,0
"5864",10,"TORNADO","NY",0,1315000,2,10,1315000,12
"5865",10,"TORNADO","OH",25000,62299500,0,31,62324500,31
"5866",10,"TORNADO","OK",0,188091360,7,122,188091360,129
"5867",10,"TORNADO","OR",0,165000,0,0,165000,0
"5868",10,"TORNADO","PA",0,10605000,0,15,10605000,15
"5869",10,"TORNADO","PR",0,5000,0,0,5000,0
"5870",10,"TORNADO","RI",0,250000,0,0,250000,0
"5871",10,"TORNADO","SC",0,4531750,1,20,4531750,21
"5872",10,"TORNADO","SD",0,325000,0,0,325000,0
"5873",10,"TORNADO","TN",0,12376000,1,24,12376000,25
"5874",10,"TORNADO","TX",222000,225420550,7,237,225642550,244
"5875",10,"TORNADO","VA",10000,18917780,1,10,18927780,11
"5876",10,"TORNADO","VT",0,25000,0,0,25000,0
"5877",10,"TORNADO","WA",0,81000,0,0,81000,0
"5878",10,"TORNADO","WI",0,3052530,0,8,3052530,8
"5879",10,"TORNADO","WV",0,830000,0,2,830000,2
"5880",10,"TORNADO","WY",0,250,0,0,250,0
"5881",10,"TROPICAL STORM","FL",66500000,60700000,0,1,127200000,1
"5882",10,"TROPICAL STORM","GU",50000,255000,0,0,305000,0
"5883",10,"TROPICAL STORM","LA",0,50000,0,0,50000,0
"5884",10,"TROPICAL STORM","MD",0,1e+05,0,0,1e+05,0
"5885",10,"TROPICAL STORM","MS",0,13380000,0,0,13380000,0
"5886",10,"TROPICAL STORM","NC",0,1e+05,0,0,1e+05,0
"5887",10,"WATERSPOUT","AM",0,5002000,0,0,5002000,0
"5888",10,"WATERSPOUT","FL",0,150500,0,0,150500,0
"5889",10,"WATERSPOUT","GM",0,30000,0,0,30000,0
"5890",10,"WILDFIRE","AR",0,1e+05,0,0,1e+05,0
"5891",10,"WILDFIRE","AZ",0,2500000,0,0,2500000,0
"5892",10,"WILDFIRE","CA",121697000,2366264770,29,374,2487961770,403
"5893",10,"WILDFIRE","CO",20000,35000,0,0,55000,0
"5894",10,"WILDFIRE","GA",0,19500,0,0,19500,0
"5895",10,"WILDFIRE","KS",0,5000,0,0,5000,0
"5896",10,"WILDFIRE","LA",2e+06,1e+05,0,1,2100000,1
"5897",10,"WILDFIRE","MN",3000,27500,0,0,30500,0
"5898",10,"WILDFIRE","MT",0,1.1e+07,0,0,1.1e+07,0
"5899",10,"WILDFIRE","NE",5e+06,1e+06,0,0,6e+06,0
"5900",10,"WILDFIRE","OR",2e+05,58000,0,0,258000,0
"5901",10,"WILDFIRE","TX",0,16700,0,0,16700,0
"5902",10,"WILDFIRE","VA",6000,0,0,0,6000,0
"5903",10,"WILDFIRE","WA",10000,0,0,0,10000,0
"5904",10,"WINTER STORM","CA",0,0,2,0,0,2
"5905",10,"WINTER STORM","CO",0,5000,1,0,5000,1
"5906",10,"WINTER STORM","KS",5e+05,3e+06,0,0,3500000,0
"5907",10,"WINTER STORM","MA",0,50000,0,0,50000,0
"5908",10,"WINTER STORM","MD",0,250000,0,1,250000,1
"5909",10,"WINTER STORM","MT",0,5e+05,0,0,5e+05,0
"5910",10,"WINTER STORM","ND",0,0,0,2,0,2
"5911",10,"WINTER STORM","NE",4720000,15258000,0,0,19978000,0
"5912",10,"WINTER STORM","NM",0,250000,0,0,250000,0
"5913",10,"WINTER STORM","NY",0,275000,0,0,275000,0
"5914",10,"WINTER STORM","SD",0,1780000,0,0,1780000,0
"5915",10,"WINTER STORM","TX",0,2e+05,0,0,2e+05,0
"5916",10,"WINTER STORM","UT",0,1165000,0,23,1165000,23
"5917",10,"WINTER STORM","VT",0,865000,0,0,865000,0
"5918",10,"WINTER STORM","WV",0,80000,0,0,80000,0
"5919",10,"WINTER STORM","WY",0,1745000,3,30,1745000,33
"5920",10,"WINTER WEATHER","AZ",0,4e+05,0,0,4e+05,0
"5921",10,"WINTER WEATHER","CA",0,10000,3,0,10000,3
"5922",10,"WINTER WEATHER","CO",0,13000,0,0,13000,0
"5923",10,"WINTER WEATHER","ID",0,0,1,1,0,2
"5924",10,"WINTER WEATHER","KS",0,170000,0,0,170000,0
"5925",10,"WINTER WEATHER","MA",0,5000,0,0,5000,0
"5926",10,"WINTER WEATHER","ND",0,15000,0,0,15000,0
"5927",10,"WINTER WEATHER","NE",0,6000,0,0,6000,0
"5928",10,"WINTER WEATHER","NV",0,5000,0,0,5000,0
"5929",10,"WINTER WEATHER","NY",0,70000,0,0,70000,0
"5930",10,"WINTER WEATHER","VT",0,175000,0,0,175000,0
"5931",10,"WINTER WEATHER","WV",0,60000,0,0,60000,0
"5932",11,"AVALANCHE","AK",0,0,1,1,0,2
"5933",11,"AVALANCHE","CO",0,500,2,3,500,5
"5934",11,"AVALANCHE","MT",0,0,2,0,0,2
"5935",11,"AVALANCHE","UT",0,0,3,1,0,4
"5936",11,"BLIZZARD","AK",0,1000,0,0,1000,0
"5937",11,"BLIZZARD","CO",0,10000,0,0,10000,0
"5938",11,"BLIZZARD","IA",0,250030,0,0,250030,0
"5939",11,"BLIZZARD","ID",0,25000,0,0,25000,0
"5940",11,"BLIZZARD","KS",0,3e+05,0,0,3e+05,0
"5941",11,"BLIZZARD","MI",0,35000,0,0,35000,0
"5942",11,"BLIZZARD","MN",0,240000,0,0,240000,0
"5943",11,"BLIZZARD","ND",0,50000,0,0,50000,0
"5944",11,"BLIZZARD","NE",0,10950000,0,0,10950000,0
"5945",11,"BLIZZARD","OR",0,1e+05,0,0,1e+05,0
"5946",11,"BLIZZARD","SD",0,2399920,1,2,2399920,3
"5947",11,"BLIZZARD","WY",0,787000,0,0,787000,0
"5948",11,"COASTAL FLOOD","AK",0,25025000,1,0,25025000,1
"5949",11,"COASTAL FLOOD","DE",0,40000500,0,0,40000500,0
"5950",11,"COASTAL FLOOD","FL",0,70000,0,0,70000,0
"5951",11,"COASTAL FLOOD","LA",0,1e+05,0,0,1e+05,0
"5952",11,"COASTAL FLOOD","MA",0,11000,0,0,11000,0
"5953",11,"COASTAL FLOOD","MD",0,116000,0,0,116000,0
"5954",11,"COASTAL FLOOD","ME",0,12500,0,0,12500,0
"5955",11,"COASTAL FLOOD","NC",0,12987000,0,0,12987000,0
"5956",11,"COASTAL FLOOD","NH",0,5000,0,0,5000,0
"5957",11,"COASTAL FLOOD","PR",0,35000,2,0,35000,2
"5958",11,"COASTAL FLOOD","TX",0,7e+05,0,0,7e+05,0
"5959",11,"COASTAL FLOOD","VA",0,1705000,0,0,1705000,0
"5960",11,"COLD/WIND CHILL","MI",0,0,1,0,0,1
"5961",11,"COLD/WIND CHILL","NM",0,0,1,0,0,1
"5962",11,"COLD/WIND CHILL","OK",0,0,1,0,0,1
"5963",11,"COLD/WIND CHILL","OR",60000,0,0,0,60000,0
"5964",11,"COLD/WIND CHILL","SC",0,0,1,0,0,1
"5965",11,"COLD/WIND CHILL","TX",0,0,1,0,0,1
"5966",11,"COLD/WIND CHILL","WA",65050000,0,0,0,65050000,0
"5967",11,"COLD/WIND CHILL","WI",0,0,3,0,0,3
"5968",11,"DEBRIS FLOW","AK",0,4e+05,0,0,4e+05,0
"5969",11,"DEBRIS FLOW","AL",0,20000,0,0,20000,0
"5970",11,"DEBRIS FLOW","CA",0,160000,0,0,160000,0
"5971",11,"DEBRIS FLOW","CO",0,1405000,0,0,1405000,0
"5972",11,"DEBRIS FLOW","FL",0,1e+05,0,0,1e+05,0
"5973",11,"DEBRIS FLOW","OR",0,0,0,2,0,2
"5974",11,"DEBRIS FLOW","PR",0,120000,0,0,120000,0
"5975",11,"DEBRIS FLOW","WA",0,1410000,0,0,1410000,0
"5976",11,"DENSE FOG","AL",0,530000,0,20,530000,20
"5977",11,"DENSE FOG","CA",0,3090000,2,208,3090000,210
"5978",11,"DENSE FOG","FL",0,1e+05,2,7,1e+05,9
"5979",11,"DENSE FOG","IN",0,0,1,0,0,1
